
This is a live sample of trace from HI-406BT - http://localhost:50000/console/output  with "Level" box checked.

View	Row	Time	Level	Description
	250	06:30:35	*	$GPGSA,A,3,31,13,20,16,30,,,,,,,,5.7,3.0,4.9*38
	251	06:30:36	*	$GPGSV,3,1,12,20,67,194,30,23,57,333,19,16,54,111,29,32,48,154,15*79
	252	06:30:36	*	$GPGSV,3,2,12,30,43,062,21,13,34,306,27,07,19,243,,31,14,049,18*74
	253	06:30:36	*	$GPGSV,3,3,12,04,09,303,17,01,08,205,,03,05,134,,06,04,119,*74
	254	06:30:36	*	$GPRMC,063041.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6A
	255	06:30:36	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	256	06:30:36	*	$GPGGA,063042.000,3334.5666,N,11739.7744,W,1,05,3.0,140.0,M,-34.4,M,,0000*69
	257	06:30:36	*	$GPRMC,063042.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*69
	258	06:30:37	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	259	06:30:37	*	$GPGGA,063043.000,3334.5666,N,11739.7744,W,1,05,3.0,140.0,M,-34.4,M,,0000*68
	260	06:30:38	*	$GPRMC,063043.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*68
	261	06:30:38	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	262	06:30:38	*	$GPGGA,063044.000,3334.5666,N,11739.7744,W,1,05,3.0,140.0,M,-34.4,M,,0000*6F
	263	06:30:38	*	$GPRMC,063044.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6F
	264	06:30:39	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	265	06:30:39	*	$GPGGA,063045.000,3334.5666,N,11739.7744,W,1,04,1.8,140.0,M,-34.4,M,,0000*65
	266	06:30:39	*	$GPRMC,063045.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6E
	267	06:30:40	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	268	06:30:40	*	$GPGGA,063046.000,3334.5666,N,11739.7744,W,1,04,1.8,140.0,M,-34.4,M,,0000*66
	269	06:30:40	*	$GPGSA,A,3,13,20,16,30,,,,,,,,,2.0,1.8,1.0*3C
	270	06:30:41	*	$GPGSV,3,1,12,20,67,194,29,23,57,333,19,16,54,111,29,32,48,154,15*71
	271	06:30:41	*	$GPGSV,3,2,12,30,43,062,20,13,34,306,27,07,19,243,14,31,14,049,18*70
	272	06:30:41	*	$GPGSV,3,3,12,04,09,303,17,01,08,205,,03,05,134,,06,04,119,*74
	273	06:30:41	*	$GPRMC,063046.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6D
	274	06:30:41	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	275	06:30:41	*	$GPGGA,063047.000,3334.5666,N,11739.7744,W,1,05,3.0,140.0,M,-34.4,M,,0000*6C
	276	06:30:41	*	$GPRMC,063047.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6C
	277	06:30:42	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	278	06:30:42	*	$GPGGA,063048.000,3334.5666,N,11739.7744,W,1,05,3.0,140.0,M,-34.4,M,,0000*63
	279	06:30:42	*	$GPRMC,063048.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*63
	280	06:30:43	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	281	06:30:43	*	$GPGGA,063049.000,3334.5666,N,11739.7744,W,1,05,2.0,140.0,M,-34.4,M,,0000*63
	282	06:30:43	*	$GPRMC,063049.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*62
	283	06:30:43	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	284	06:30:44	*	$GPGGA,063050.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*63
	285	06:30:44	*	$GPRMC,063050.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6A
	286	06:30:45	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	287	06:30:45	*	$GPGGA,063051.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*62
	288	06:30:45	*	$GPGSA,A,3,32,31,13,20,16,30,,,,,,,3.9,1.8,3.4*31
	289	06:30:46	*	$GPGSV,3,1,12,20,67,194,30,23,57,333,20,16,54,111,29,32,48,154,23*76
	290	06:30:46	*	$GPGSV,3,2,12,30,43,062,20,13,34,306,26,07,19,243,,31,14,049,18*74
	291	06:30:46	*	$GPGSV,3,3,12,04,09,303,18,01,08,205,,03,05,134,,06,04,119,*7B
	292	06:30:46	*	$GPRMC,063051.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6B
	293	06:30:46	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	294	06:30:46	*	$GPGGA,063052.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*61
	295	06:30:47	*	$GPRMC,063052.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*68
	296	06:30:47	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	297	06:30:47	*	$GPGGA,063053.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*60
	298	06:30:48	*	$GPRMC,063053.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*69
	299	06:30:48	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	300	06:30:48	*	$GPGGA,063054.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*67
	301	06:30:49	*	$GPRMC,063054.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6E
	302	06:30:49	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	303	06:30:49	*	$GPGGA,063055.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*66
	304	06:30:49	*	$GPRMC,063055.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6F
	305	06:30:49	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	306	06:30:50	*	$GPGGA,063056.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*65
	307	06:30:50	*	$GPGSA,A,3,32,31,13,20,16,30,,,,,,,3.9,1.8,3.4*31
	308	06:30:51	*	$GPGSV,3,1,12,20,67,194,31,23,57,333,,16,54,111,29,32,48,154,22*74
	309	06:30:51	*	$GPGSV,3,2,12,30,43,062,20,13,34,306,27,07,19,243,08,31,14,049,18*7D
	310	06:30:51	*	$GPGSV,3,3,12,04,09,303,19,01,08,205,09,03,05,134,,06,04,119,*73
	311	06:30:51	*	$GPRMC,063056.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6C
	312	06:30:51	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	313	06:30:51	*	$GPGGA,063057.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*64
	314	06:30:52	*	$GPRMC,063057.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6D
	315	06:30:52	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	316	06:30:52	*	$GPGGA,063058.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*6B
	317	06:30:52	*	$GPRMC,063058.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*62
	318	06:30:52	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	319	06:30:53	*	$GPGGA,063059.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*6A
	320	06:30:53	*	$GPRMC,063059.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*63
	321	06:30:54	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	322	06:30:54	*	$GPGGA,063100.000,3334.5666,N,11739.7744,W,1,06,1.8,140.0,M,-34.4,M,,0000*67
	323	06:30:55	*	$GPRMC,063100.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6E
	324	06:30:55	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	325	06:30:55	*	$GPGGA,063101.000,3334.5666,N,11739.7744,W,1,05,2.6,140.0,M,-34.4,M,,0000*68
	326	06:30:56	*	$GPGSA,A,3,32,31,13,20,16,,,,,,,,5.6,2.6,5.0*34
	327	06:30:56	*	$GPGSV,3,1,12,20,67,194,32,23,57,333,20,16,54,111,28,32,48,154,22*74
	328	06:30:56	*	$GPGSV,3,2,12,30,43,062,16,13,34,306,27,07,19,243,,31,14,049,19*71
	329	06:30:56	*	$GPGSV,3,3,12,04,09,303,19,01,08,205,11,03,05,134,,06,04,119,*7A
	330	06:30:56	*	$GPRMC,063101.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6F
	331	06:30:56	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	332	06:30:57	*	$GPGGA,063102.000,3334.5666,N,11739.7744,W,1,05,2.6,140.0,M,-34.4,M,,0000*6B
	333	06:30:57	*	$GPRMC,063102.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6C
	334	06:30:57	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	335	06:30:57	*	$GPGGA,063103.000,3334.5666,N,11739.7744,W,1,05,2.6,140.0,M,-34.4,M,,0000*6A
	336	06:30:57	*	$GPRMC,063103.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6D
	337	06:30:57	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	338	06:30:58	*	$GPGGA,063104.000,3334.5666,N,11739.7744,W,1,05,2.6,140.0,M,-34.4,M,,0000*6D
	339	06:30:58	*	$GPRMC,063104.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6A
	340	06:30:59	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	341	06:30:59	*	$GPGGA,063105.000,3334.5666,N,11739.7744,W,1,05,2.6,140.0,M,-34.4,M,,0000*6C
	342	06:31:00	*	$GPRMC,063105.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6B
	343	06:31:00	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	344	06:31:00	*	$GPGGA,063106.000,3334.5666,N,11739.7744,W,1,05,2.6,140.0,M,-34.4,M,,0000*6F
	345	06:31:00	*	$GPGSA,A,3,32,31,13,20,16,,,,,,,,5.6,2.6,4.9*3C
	346	06:31:01	*	$GPGSV,3,1,12,20,67,194,32,23,57,333,,16,54,111,27,32,48,154,22*79
	347	06:31:01	*	$GPGSV,3,2,12,30,43,062,12,13,34,306,27,07,19,243,10,31,14,049,19*74
	348	06:31:01	*	$GPGSV,3,3,12,04,09,303,19,01,08,205,13,03,05,134,,06,04,119,*78
	349	06:31:01	*	$GPRMC,063106.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*68
	350	06:31:01	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	351	06:31:01	*	$GPGGA,063107.000,3334.5666,N,11739.7744,W,1,06,1.7,140.0,M,-34.4,M,,0000*6F
	352	06:31:01	*	$GPRMC,063107.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*69
	353	06:31:02	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	354	06:31:03	*	$GPGGA,063108.000,3334.5666,N,11739.7744,W,1,06,1.7,140.0,M,-34.4,M,,0000*60
	355	06:31:03	*	$GPRMC,063108.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*66
	356	06:31:03	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	357	06:31:03	*	$GPGGA,063109.000,3334.5666,N,11739.7744,W,1,06,1.7,140.0,M,-34.4,M,,0000*61
	358	06:31:03	*	$GPRMC,063109.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*67
	359	06:31:04	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	360	06:31:04	*	$GPGGA,063110.000,3334.5666,N,11739.7744,W,1,06,1.7,140.0,M,-34.4,M,,0000*69
	361	06:31:05	*	$GPRMC,063110.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6F
	362	06:31:05	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	363	06:31:05	*	$GPGGA,063111.000,3334.5666,N,11739.7744,W,1,06,1.7,140.0,M,-34.4,M,,0000*68
	364	06:31:05	*	$GPGSA,A,3,32,31,13,20,16,23,,,,,,,3.4,1.7,3.0*35
	365	06:31:06	*	$GPGSV,3,1,12,20,66,193,33,23,57,334,23,16,54,110,27,32,48,155,22*78
	366	06:31:06	*	$GPGSV,3,2,12,30,43,061,12,13,34,307,27,07,19,243,,31,13,049,18*71
	367	06:31:06	*	$GPGSV,3,3,12,04,09,303,19,01,08,205,11,03,05,134,,06,04,119,*7A
	368	06:31:06	*	$GPRMC,063111.000,A,3334.5666,N,11739.7744,W,0.00,,021211,,,A*6E
	369	06:31:06	*	$GPVTG,,T,,M,0.00,N,0.0,K,A*13
	370	06:31:06	*	$GPGGA,063112.000,3334.5666,N,11739.7744,W,1,06,1.7,140.0,M,-34.4,M,,0000*6B
	
